央视频道,#genre#
NewTV历史解密,http://120.210.193.151:8006/120000000058/GITV-AH-24/index.m3u8?channel-id=
NewTV舌尖美食,http://120.210.193.151:8006/120000000058/GITV-AH-25/index.m3u8?channel-id=
NewTV诗词歌赋,http://120.210.193.151:8006/120000000058/GITV-AH-26/index.m3u8?channel-id=
NewTV自然纪实,http://120.210.193.151:8006/120000000058/GITV-AH-27/index.m3u8?channel-id=
NewTV名人传记,http://120.210.193.151:8006/120000000058/GITV-AH-28/index.m3u8?channel-id=
NewTV旅行记录,http://120.210.193.151:8006/120000000058/GITV-AH-29/index.m3u8?channel-id=
茶频道,http://120.210.193.151:8006/120000001002/XMTcha/index.m3u8?channel-id=
快乐垂钓,http://120.210.193.151:8006/120000001002/XMTklcd/index.m3u8?channel-id=
梨园频道,http://120.210.193.151:8006/120000001002/XMTliyuan/index.m3u8?channel-id=
文物宝库,http://120.210.193.151:8006/120000001002/XMTwenwu/index.m3u8?channel-id=
武术世界,http://120.210.193.151:8006/120000001002/XMTwushu/index.m3u8?channel-id=
足球频道,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8?channel-id=
山东教育卫视,http://120.210.193.151:8006/120000000058/G_SDETV/index.m3u8?channel-id=
动漫秀场,http://120.210.193.151:8006/120000001002/XMTdmxc/index.m3u8?channel-id=
优漫卡通,http://120.210.193.151:8006/120000000058/G_YOUMAN/index.m3u8?channel-id=
卡酷少儿,http://120.210.193.151:8006/120000000058/G_KAKU/index.m3u8?channel-id=
金鹰卡通,http://120.210.193.151:8006/120000000058/G_JINYING/index.m3u8?channel-id=
睛彩竞技,http://120.210.193.151:8006/000000001001/3000000020000011528/index.m3u8?channel-id=
睛彩篮球,http://120.210.193.151:8006/000000001001/3000000020000011529/index.m3u8?channel-id=
睛彩青少,http://120.210.193.151:8006/000000001001/3000000020000031315/index.m3u8?channel-id=
睛彩广场舞,http://221.181.100.64/gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=
金色学堂,http://120.210.193.151:8006/120000001002/XMTjspd/index.m3u8?channel-id=

足球频道,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8?channel-id=
动漫秀场,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dmxc8m/index.m3u8?channel-id=
哈哈炫动,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hhxd8m/index.m3u8?channel-id=
卡酷少儿,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/kkse8m/index.m3u8?channel-id=
金鹰卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jykt/index.m3u8?channel-id=
嘉佳卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jjkt2d5m/index.m3u8?channel-id=
金色学堂,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jingsepd8m/index.m3u8?channel-id=
游戏风云,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/yxfy8m/index.m3u8?channel-id=
东方财经,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dfcjhd8m/index.m3u8?channel-id=
都市剧场,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dsjc8m/index.m3u8?channel-id=
法治天地,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/fztd8m/index.m3u8?channel-id=
生活时尚,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/shss8m/index.m3u8?channel-id=
中国天气,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/zgqxhd4mc/index.m3u8?channel-id=
中国交通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/ah_zgjt/index.m3u8?channel-id=

